"src","dest"
"SLURP1","CHRNB2"
"SLURP1","CHRNB3"
"SLURP1","CHRNB4"
"SLURP1","CHRND"
"SLURP1","CHRNE"
"SLURP1","CHRNG"
"SLURP1","CHRNA9"
"SLURP1","CHRNA10"
"SLURP1","CHRNA6"
"PTH","PTH1R"
"PTH","PTH2R"
"NPS","NPSR1"
"RLN1","RXFP2"
"RLN1","RXFP4"
"RLN1","RXFP3"
"RLN1","RXFP1"
"RLN2","RXFP2"
"RLN2","RXFP4"
"RLN2","RXFP3"
"RLN2","RXFP1"
"SCT","SCTR"
"NPVF","NPFFR2"
"NPVF","NPFFR1"
"LYNX1","CHRNA1"
"LYNX1","CHRNA2"
"LYNX1","CHRNA3"
"LYNX1","CHRNA4"
"LYNX1","CHRNA5"
"LYNX1","CHRNA7"
"LYNX1","CHRNB1"
"LYNX1","CHRNB2"
"LYNX1","CHRNB3"
"LYNX1","CHRNB4"
"LYNX1","CHRND"
"LYNX1","CHRNE"
"LYNX1","CHRNG"
"LYNX1","CHRNA9"
"LYNX1","CHRNA10"
"LYNX1","CHRNA6"
"SST","SSTR3"
"SST","SSTR4"
"TAC1","TACR2"
"TAC1","TACR1"
"TAC3","TACR3"
"C3","C3AR1"
"TRH","TRHR"
"C5","C5AR1"
"UCN","CRHR1"
"UCN","CRHR2"
"VGF","C3AR1"
"VIP","VIPR1"
"CALCA","CALCRL"
"CALCA","CALCR"
"CALCB","CALCRL"
"CALCB","CALCR"
"ADM2","CALCRL"
"ADM2","CALCR"
"SPX","GALR1"
"SPX","GALR3"
"SPX","GALR2"
"GALP","GALR1"
"GALP","GALR3"
"GALP","GALR2"
"NPFF","NPFFR2"
"NPFF","NPFFR1"
"CCK","CCKAR"
"CCK","CCKBR"
"APLN","APLNR"
"UCN2","CRHR1"
"UCN2","CRHR2"
"CDK2","CDKN1B"
"CDK2","CDKN1C"
"CDK2","E2F1"
"CDK2","E2F2"
"CDK2","E2F3"
"CDK2","FZR1"
"CDK2","RB1"
"CDK2","CDC6"
"CDK4","RBL1"
"CDK4","RBL2"
"CDK6","RB1"
"CDK6","RBL1"
"CDK6","RBL2"
"CDK7","CDK2"
"CDK7","CDK1"
"CDKN1A","CDK2"
"CDKN1A","CDK6"
"CDKN1A","FBXO5"
"CDKN1A","CCND1"
"CDKN1A","CCNA2"
"CDKN1A","CCNA1"
"CDKN1A","CCND2"
"CDKN1A","CCND3"
"CDKN1A","CCNE1"
"CDKN1A","CCNE2"
"CDKN1B","CDK2"
"CDKN1B","CCNA2"
"CDKN1B","CCNA1"
"CDKN1C","CDK2"
"CDKN1C","CCNA2"
"CDKN1C","CCNA1"
"CDKN2A","CDK6"
"CDKN2A","CCND1"
"CDKN2A","CCND2"
"CDKN2A","CCND3"
"CDKN2B","CDK4"
"CDKN2B","CDK6"
"CDKN2B","CCND1"
"CDKN2B","CCND2"
"CDKN2B","CCND3"
"CDKN2C","CDK6"
"CDKN2C","CCND1"
"CDKN2C","CCND2"
"CDKN2C","CCND3"
"CDKN2D","CDK4"
"CDKN2D","CDK6"
"CDKN2D","CCND1"
"CDKN2D","CCND2"
"CDKN2D","CCND3"
"ANAPC10","PTTG2"
"ANAPC10","FZR1"
"ANAPC10","PLK1"
"ANAPC10","PTTG1"
"MAD2L2","ANAPC10"
"MAD2L2","ANAPC16"
"MAD2L2","CDC26"
"MAD2L2","ANAPC13"
"MAD2L2","ANAPC15"
"MAD2L2","ANAPC2"
"MAD2L2","ANAPC4"
"MAD2L2","ANAPC5"
"MAD2L2","ANAPC7"
"MAD2L2","ANAPC11"
"MAD2L2","ANAPC1"
"MAD2L2","CDC23"
"MAD2L2","CDC16"
"MAD2L2","CDC27"
"PTTG2","ESPL1"
"GADD45G","PCNA"
"GADD45G","CCNB3"
"GADD45G","CCNB1"
"GADD45G","CCNB2"
"CHEK1","TP53"
"CHEK1","CDC25A"
"CHEK1","CDC25B"
"CHEK1","CDC25C"
"CHEK2","TP53"
"CHEK2","CDC25A"
"CHEK2","CDC25B"
"CHEK2","CDC25C"
"ANAPC16","PTTG2"
"ANAPC16","FZR1"
"ANAPC16","PLK1"
"ANAPC16","PTTG1"
"CREBBP","TP53"
"GADD45A","PCNA"
"GADD45A","CCNB3"
"GADD45A","CCNB1"
"GADD45A","CCNB2"
"E2F1","CCNE1"
"E2F1","CCNE2"
"E2F2","CCNE1"
"E2F2","CCNE2"
"E2F3","CCNE1"
"E2F3","CCNE2"
"E2F4","MYC"
"E2F5","MYC"
"EP300","TP53"
"CDC26","PTTG2"
"CDC26","FZR1"
"CDC26","PLK1"
"CDC26","PTTG1"
"ANAPC13","PTTG2"
"ANAPC13","FZR1"
"ANAPC13","PLK1"
"ANAPC13","PTTG1"
"ANAPC15","PTTG2"
"ANAPC15","FZR1"
"ANAPC15","PLK1"
"ANAPC15","PTTG1"
"FBXO5","FZR1"
"SFN","CCNB3"
"SFN","CCNB1"
"SFN","CCNB2"
"GSK3B","CCND1"
"GSK3B","CCND2"
"GSK3B","CCND3"
"ANAPC2","PTTG2"
"ANAPC2","FZR1"
"ANAPC2","PLK1"
"ANAPC2","PTTG1"
"ANAPC4","PTTG2"
"ANAPC4","FZR1"
"ANAPC4","PLK1"
"ANAPC4","PTTG1"
"MAD2L1","ANAPC10"
"MAD2L1","ANAPC16"
"MAD2L1","CDC26"
"MAD2L1","ANAPC13"
"MAD2L1","ANAPC15"
"MAD2L1","ANAPC2"
"MAD2L1","ANAPC4"
"MAD2L1","ANAPC5"
"MAD2L1","ANAPC7"
"MAD2L1","ANAPC11"
"MAD2L1","ANAPC1"
"MAD2L1","CDC23"
"MAD2L1","CDC16"
"MAD2L1","CDC27"
"SMAD2","CDKN1A"
"SMAD2","CDKN2B"
"SMAD2","MYC"
"SMAD3","CDKN1A"
"SMAD3","CDKN2B"
"SMAD3","MYC"
"SMAD4","CDKN1A"
"SMAD4","CDKN2B"
"SMAD4","MYC"
"MDM2","RB1"
"MYC","ZBTB17"
"GADD45B","PCNA"
"GADD45B","CCNB3"
"GADD45B","CCNB1"
"GADD45B","CCNB2"
"ATM","CHEK1"
"ATM","CHEK2"
"WEE2","CDK1"
"PCNA","CDK4"
"PCNA","CDK6"
"PCNA","CCND1"
"PCNA","CCND2"
"PCNA","CCND3"
"FZR1","PLK1"
"ANAPC5","PTTG2"
"ANAPC5","FZR1"
"ANAPC5","PLK1"
"ANAPC5","PTTG1"
"ANAPC7","PTTG2"
"ANAPC7","FZR1"
"ANAPC7","PLK1"
"ANAPC7","PTTG1"
"ANAPC11","PTTG2"
"ANAPC11","FZR1"
"ANAPC11","PLK1"
"ANAPC11","PTTG1"
"PLK1","PKMYT1"
"PLK1","CDC25B"
"PLK1","CDC25C"
"ATR","CHEK1"
"ATR","CHEK2"
"ATR","TP53"
"PRKDC","TP53"
"RBL1","MYC"
"CCND1","RB1"
"CCND1","RBL1"
"CCND1","RBL2"
"ANAPC1","PTTG2"
"ANAPC1","FZR1"
"ANAPC1","PLK1"
"ANAPC1","PTTG1"
"SKP1","CDK2"
"SKP1","CDKN1A"
"SKP1","CDKN1B"
"SKP1","CDKN1C"
"SKP1","CCNE1"
"SKP1","CCNE2"
"SKP2","CDK2"
"SKP2","CDKN1A"
"SKP2","CDKN1B"
"SKP2","CDKN1C"
"SKP2","CCNE1"
"SKP2","CCNE2"
"BUB1B","ANAPC10"
"BUB1B","ANAPC16"
"BUB1B","CDC26"
"BUB1B","ANAPC13"
"BUB1B","ANAPC15"
"BUB1B","ANAPC2"
"BUB1B","ANAPC4"
"BUB1B","ANAPC5"
"BUB1B","ANAPC7"
"BUB1B","ANAPC11"
"BUB1B","ANAPC1"
"BUB1B","CDC23"
"BUB1B","CDC16"
"BUB1B","CDC27"
"TFDP1","MYC"
"TFDP1","CCNE1"
"TFDP1","CCNE2"
"TFDP2","MYC"
"TFDP2","CCNE1"
"TFDP2","CCNE2"
"TGFB1","SMAD2"
"TGFB1","SMAD3"
"TGFB2","SMAD2"
"TGFB2","SMAD3"
"TGFB3","SMAD2"
"TGFB3","SMAD3"
"TP53","GADD45G"
"TP53","GADD45A"
"TP53","SFN"
"TP53","GADD45B"
"TTK","MAD1L1"
"WEE1","CDK1"
"ZBTB17","CDKN2B"
"MAD1L1","MAD2L2"
"MAD1L1","MAD2L1"
"CUL1","CDK2"
"CUL1","CDKN1A"
"CUL1","CDKN1B"
"CUL1","CDKN1C"
"CUL1","CCNE1"
"CUL1","CCNE2"
"CCNB3","PLK1"
"CDC14B","ANAPC10"
"CDC14B","ANAPC16"
"CDC14B","CDC26"
"CDC14B","ANAPC13"
"CDC14B","ANAPC15"
"CDC14B","ANAPC2"
"CDC14B","ANAPC4"
"CDC14B","FZR1"
"CDC14B","ANAPC5"
"CDC14B","ANAPC7"
"CDC14B","ANAPC11"
"CDC14B","ANAPC1"
"CDC14B","CDC23"
"CDC14B","CDC16"
"CDC14B","CDC27"
"CDC14A","ANAPC10"
"CDC14A","ANAPC16"
"CDC14A","CDC26"
"CDC14A","ANAPC13"
"CDC14A","ANAPC15"
"CDC14A","ANAPC2"
"CDC14A","ANAPC4"
"CDC14A","FZR1"
"CDC14A","ANAPC5"
"CDC14A","ANAPC7"
"CDC14A","ANAPC11"
"CDC14A","ANAPC1"
"CDC14A","CDC23"
"CDC14A","CDC16"
"CDC14A","CDC27"
"CDC23","PTTG2"
"CDC23","FZR1"
"CDC23","PLK1"
"CDC23","PTTG1"
"CDC16","PTTG2"
"CDC16","FZR1"
"CDC16","PLK1"
"CDC16","PTTG1"
"CCNA2","E2F1"
"CCNA2","E2F2"
"CCNA2","E2F3"
"CCNA2","FZR1"
"CCNA2","RB1"
"CCNA2","CDC6"
"CCNA1","E2F1"
"CCNA1","E2F2"
"CCNA1","E2F3"
"CCNA1","FZR1"
"CCNA1","RB1"
"CCNA1","CDC6"
"CCNB1","PLK1"
"CCND2","RB1"
"CCND2","RBL1"
"CCND2","RBL2"
"CCND3","RB1"
"CCND3","RBL1"
"CCND3","RBL2"
"CCNE1","CDKN1B"
"CCNE1","CDKN1C"
"CCNE1","RB1"
"CCNH","CDK2"
"CCNH","CDK1"
"PKMYT1","CDK1"
"CCNB2","PLK1"
"CCNE2","CDKN1B"
"CCNE2","CDKN1C"
"CCNE2","RB1"
"BUB3","ANAPC10"
"BUB3","ANAPC16"
"BUB3","CDC26"
"BUB3","ANAPC13"
"BUB3","ANAPC15"
"BUB3","ANAPC2"
"BUB3","ANAPC4"
"BUB3","ANAPC5"
"BUB3","ANAPC7"
"BUB3","ANAPC11"
"BUB3","ANAPC1"
"BUB3","CDC23"
"BUB3","CDC16"
"BUB3","CDC27"
"PTTG1","ESPL1"
"ESPL1","STAG1"
"ESPL1","STAG2"
"ESPL1","SMC1B"
"ESPL1","RAD21"
"ESPL1","SMC1A"
"ESPL1","SMC3"
"CDK1","PLK1"
"CDK1","RB1"
"CDC20","ANAPC10"
"CDC20","PTTG2"
"CDC20","ANAPC16"
"CDC20","CDC26"
"CDC20","ANAPC13"
"CDC20","ANAPC15"
"CDC20","ANAPC2"
"CDC20","ANAPC4"
"CDC20","FZR1"
"CDC20","ANAPC5"
"CDC20","ANAPC7"
"CDC20","ANAPC11"
"CDC20","ANAPC1"
"CDC20","CDC23"
"CDC20","CDC16"
"CDC20","PTTG1"
"CDC20","CDC27"
"CDC25A","CDK2"
"CDC25A","CDK4"
"CDC25A","CDK6"
"CDC25A","CDK1"
"CDC25B","CDK1"
"CDC25C","CDK1"
"CDC27","PTTG2"
"CDC27","FZR1"
"CDC27","PLK1"
"CDC27","PTTG1"
"RBX1","CDK2"
"RBX1","CDKN1A"
"RBX1","CDKN1B"
"RBX1","CDKN1C"
"RBX1","CCNE1"
"RBX1","CCNE2"
"SPDYE2B","CDC25C"
"SPDYE18","CDC25C"
"SPDYE11","CDC25C"
"CDK2","ANAPC10"
"CDK2","ANAPC16"
"CDK2","CDC26"
"CDK2","ANAPC13"
"CDK2","ANAPC15"
"CDK2","ANAPC2"
"CDK2","ANAPC4"
"CDK2","ANAPC5"
"CDK2","ANAPC7"
"CDK2","ANAPC11"
"CDK2","ANAPC1"
"CDK2","CDC23"
"CDK2","CDC16"
"CDK2","CDC25C"
"CDK2","CDC27"
"SPDYE16","CDC25C"
"SPDYE17","CDC25C"
"ANAPC10","CCNB1"
"ANAPC10","CCNB2"
"SPDYE15","CDC25C"
"ANAPC16","CCNB1"
"ANAPC16","CCNB2"
"MAPK14","CDC25C"
"CALML6","PPP3CA"
"CALML6","PPP3CB"
"CALML6","PPP3CC"
"CALML6","PPP3R1"
"CALML6","PPP3R2"
"CALML6","CAMK2A"
"CALML6","CAMK2B"
"CALML6","CAMK2D"
"CALML6","CAMK2G"
"FBXW11","FBXO5"
"FBXW11","FBXO43"
"SPDYA","CDC25C"
"CDC26","CCNB1"
"CDC26","CCNB2"
"ANAPC13","CCNB1"
"ANAPC13","CCNB2"
"ANAPC15","CCNB1"
"ANAPC15","CCNB2"
"FBXO5","CDC20"
"RPS6KA6","BUB1"
"RPS6KA6","PKMYT1"
"SPDYE1","CDC25C"
"FBXO43","CDC20"
"ANAPC2","CCNB1"
"ANAPC2","CCNB2"
"ANAPC4","CCNB1"
"ANAPC4","CCNB2"
"SPDYC","CDC25C"
"SPDYE4","CDC25C"
"MOS","MAP2K1"
"MOS","PKMYT1"
"SPDYE3","CDC25C"
"SPDYE2","CDC25C"
"SPDYE5","CDC25C"
"ANAPC5","CCNB1"
"ANAPC5","CCNB2"
"ANAPC7","CCNB1"
"ANAPC7","CCNB2"
"ANAPC11","CCNB1"
"ANAPC11","CCNB2"
"CALML5","PPP3CA"
"CALML5","PPP3CB"
"CALML5","PPP3CC"
"CALML5","PPP3R1"
"CALML5","PPP3R2"
"CALML5","CAMK2A"
"CALML5","CAMK2B"
"CALML5","CAMK2D"
"CALML5","CAMK2G"
"PLK1","CPEB2"
"PLK1","CPEB3"
"PLK1","FBXO43"
"PLK1","CPEB1"
"PLK1","CPEB4"
"PPP1CA","CDC25C"
"PPP1CB","CDC25C"
"PPP1CC","CDC25C"
"PPP2CA","FBXO43"
"PPP2CA","REC8"
"PPP2CB","FBXO43"
"PPP2CB","REC8"
"PPP2R1A","FBXO43"
"PPP2R1A","REC8"
"PPP2R1B","FBXO43"
"PPP2R1B","REC8"
"PPP2R5A","REC8"
"PPP2R5B","REC8"
"PPP2R5C","REC8"
"PPP2R5D","REC8"
"PPP2R5E","REC8"
"PPP3CA","ANAPC10"
"PPP3CA","ANAPC16"
"PPP3CA","CDC26"
"PPP3CA","ANAPC13"
"PPP3CA","ANAPC15"
"PPP3CA","ANAPC2"
"PPP3CA","ANAPC4"
"PPP3CA","ANAPC5"
"PPP3CA","ANAPC7"
"PPP3CA","ANAPC11"
"PPP3CA","ANAPC1"
"PPP3CA","CDC23"
"PPP3CA","CDC16"
"PPP3CA","CDC20"
"PPP3CA","CDC27"
"PPP3CB","ANAPC10"
"PPP3CB","ANAPC16"
"PPP3CB","CDC26"
"PPP3CB","ANAPC13"
"PPP3CB","ANAPC15"
"PPP3CB","ANAPC2"
"PPP3CB","ANAPC4"
"PPP3CB","ANAPC5"
"PPP3CB","ANAPC7"
"PPP3CB","ANAPC11"
"PPP3CB","ANAPC1"
"PPP3CB","CDC23"
"PPP3CB","CDC16"
"PPP3CB","CDC20"
"PPP3CB","CDC27"
"PPP3CC","ANAPC10"
"PPP3CC","ANAPC16"
"PPP3CC","CDC26"
"PPP3CC","ANAPC13"
"PPP3CC","ANAPC15"
"PPP3CC","ANAPC2"
"PPP3CC","ANAPC4"
"PPP3CC","ANAPC5"
"PPP3CC","ANAPC7"
"PPP3CC","ANAPC11"
"PPP3CC","ANAPC1"
"PPP3CC","CDC23"
"PPP3CC","CDC16"
"PPP3CC","CDC20"
"PPP3CC","CDC27"
"PPP3R1","ANAPC10"
"PPP3R1","ANAPC16"
"PPP3R1","CDC26"
"PPP3R1","ANAPC13"
"PPP3R1","ANAPC15"
"PPP3R1","ANAPC2"
"PPP3R1","ANAPC4"
"PPP3R1","ANAPC5"
"PPP3R1","ANAPC7"
"PPP3R1","ANAPC11"
"PPP3R1","ANAPC1"
"PPP3R1","CDC23"
"PPP3R1","CDC16"
"PPP3R1","CDC20"
"PPP3R1","CDC27"
"PPP3R2","ANAPC10"
"PPP3R2","ANAPC16"
"PPP3R2","CDC26"
"PPP3R2","ANAPC13"
"PPP3R2","ANAPC15"
"PPP3R2","ANAPC2"
"PPP3R2","ANAPC4"
"PPP3R2","ANAPC5"
"PPP3R2","ANAPC7"
"PPP3R2","ANAPC11"
"PPP3R2","ANAPC1"
"PPP3R2","CDC23"
"PPP3R2","CDC16"
"PPP3R2","CDC20"
"PPP3R2","CDC27"
"PRKACA","CDC25C"
"PRKACB","CDC25C"
"PRKACG","CDC25C"
"MAPK1","RPS6KA6"
"MAPK1","RPS6KA1"
"MAPK1","RPS6KA2"
"MAPK1","RPS6KA3"
"MAPK3","RPS6KA6"
"MAPK3","RPS6KA1"
"MAPK3","RPS6KA2"
"MAPK3","RPS6KA3"
"MAPK11","CDC25C"
"MAPK13","CDC25C"
"RPS6KA1","BUB1"
"RPS6KA1","PKMYT1"
"RPS6KA2","BUB1"
"RPS6KA2","PKMYT1"
"RPS6KA3","BUB1"
"RPS6KA3","PKMYT1"
"MAPK12","CDC25C"
"ANAPC1","CCNB1"
"ANAPC1","CCNB2"
"SKP1","FBXO5"
"SKP1","FBXO43"
"AURKA","CPEB2"
"AURKA","CPEB3"
"AURKA","CPEB1"
"AURKA","CPEB4"
"BUB1","MAD2L2"
"BUB1","MAD2L1"
"BUB1","MAD1L1"
"SPDYE6","CDC25C"
"CALM1","PPP3CA"
"CALM1","PPP3CB"
"CALM1","PPP3CC"
"CALM1","PPP3R1"
"CALM1","PPP3R2"
"CALM1","CAMK2A"
"CALM1","CAMK2B"
"CALM1","CAMK2D"
"CALM1","CAMK2G"
"CALM2","PPP3CA"
"CALM2","PPP3CB"
"CALM2","PPP3CC"
"CALM2","PPP3R1"
"CALM2","PPP3R2"
"CALM2","CAMK2A"
"CALM2","CAMK2B"
"CALM2","CAMK2D"
"CALM2","CAMK2G"
"CALM3","PPP3CA"
"CALM3","PPP3CB"
"CALM3","PPP3CC"
"CALM3","PPP3R1"
"CALM3","PPP3R2"
"CALM3","CAMK2A"
"CALM3","CAMK2B"
"CALM3","CAMK2D"
"CALM3","CAMK2G"
"CALML3","PPP3CA"
"CALML3","PPP3CB"
"CALML3","PPP3CC"
"CALML3","PPP3R1"
"CALML3","PPP3R2"
"CALML3","CAMK2A"
"CALML3","CAMK2B"
"CALML3","CAMK2D"
"CALML3","CAMK2G"
"CAMK2A","FBXO43"
"CAMK2A","CDC25C"
"CAMK2B","FBXO43"
"CAMK2B","CDC25C"
"CAMK2D","FBXO43"
"CAMK2D","CDC25C"
"CAMK2G","FBXO43"
"CAMK2G","CDC25C"
"MAD1L1","ANAPC10"
"MAD1L1","ANAPC16"
"MAD1L1","CDC26"
"MAD1L1","ANAPC13"
"MAD1L1","ANAPC15"
"MAD1L1","ANAPC2"
"MAD1L1","ANAPC4"
"MAD1L1","ANAPC5"
"MAD1L1","ANAPC7"
"MAD1L1","ANAPC11"
"MAD1L1","ANAPC1"
"MAD1L1","CDC23"
"MAD1L1","CDC16"
"MAD1L1","CDC27"
"CUL1","FBXO5"
"CUL1","FBXO43"
"CDC23","CCNB1"
"CDC23","CCNB2"
"CDC16","CCNB1"
"CDC16","CCNB2"
"CCNB1","FBXO43"
"BTRC","FBXO5"
"BTRC","FBXO43"
"CCNE1","ANAPC10"
"CCNE1","ANAPC16"
"CCNE1","CDC26"
"CCNE1","ANAPC13"
"CCNE1","ANAPC15"
"CCNE1","ANAPC2"
"CCNE1","ANAPC4"
"CCNE1","ANAPC5"
"CCNE1","ANAPC7"
"CCNE1","ANAPC11"
"CCNE1","ANAPC1"
"CCNE1","CDC23"
"CCNE1","CDC16"
"CCNE1","CDC27"
"CCNB2","CPEB2"
"CCNB2","CPEB3"
"CCNB2","CPEB1"
"CCNB2","CPEB4"
"CCNB2","SLK"
"CCNB2","CDC25C"
"CCNE2","ANAPC10"
"CCNE2","ANAPC16"
"CCNE2","CDC26"
"CCNE2","ANAPC13"
"CCNE2","ANAPC15"
"CCNE2","ANAPC2"
"CCNE2","ANAPC4"
"CCNE2","ANAPC5"
"CCNE2","ANAPC7"
"CCNE2","ANAPC11"
"CCNE2","ANAPC1"
"CCNE2","CDC23"
"CCNE2","CDC16"
"CCNE2","CDC27"
"CALML4","PPP3CA"
"CALML4","PPP3CB"
"CALML4","PPP3CC"
"CALML4","PPP3R1"
"CALML4","PPP3R2"
"CALML4","CAMK2A"
"CALML4","CAMK2B"
"CALML4","CAMK2D"
"CALML4","CAMK2G"
"ESPL1","REC8"
"SLK","PLK1"
"CDK1","CPEB2"
"CDK1","CPEB3"
"CDK1","FBXO43"
"CDK1","CPEB1"
"CDK1","CPEB4"
"CDK1","SLK"
"CDK1","CDC25C"
"CDC20","CCNB1"
"CDC20","CCNB2"
"CDC27","CCNB1"
"CDC27","CCNB2"
"RBX1","FBXO5"
"RBX1","FBXO43"
"SIVA1","BCL2"
"SIVA1","BCL2L1"
"GADD45G","CDK1"
"GADD45A","CDK1"
"BBC3","TP53AIP1"
"BBC3","TP53"
"SFN","CDK1"
"IGFBP3","IGF1"
"MDM4","MDM2"
"MDM4","TP53"
"GADD45B","CDK1"
"TP53","SIVA1"
"TP53","SESN3"
"TP53","DDB2"
"TP53","RCHY1"
"TP53","ZNF385A"
"TP53","SESN1"
"TP53","IGFBP3"
"TP53","CD82"
"TP53","MDM2"
"TP53","RRM2B"
"TP53","SERPINE1"
"TP53","SHISA5"
"TP53","GTSE1"
"TP53","SERPINB5"
"TP53","STEAP3"
"TP53","PIDD1"
"TP53","RPRM"
"TP53","PTEN"
"TP53","ADGRB1"
"TP53","RRM2"
"TP53","PERP"
"TP53","COP1"
"TP53","ZMAT3"
"TP53","SIAH1"
"TP53","THBS1"
"TP53","TP73"
"TP53","TSC2"
"TP53","SESN2"
"TP53","AIFM2"
"TP53","PPM1D"
"TP53","TNFRSF10B"
"TP53","TNFRSF10A"
"TP53","CCNG1"
"TP53","CCNG2"
"TP53","EI24"
"TP53","TP53I3"
"MPST","MOCS3"
"TST","MOCS3"
"URM1","MOCS3"
"CTU1","CTU2"
"NFS1","MOCS3"
"NFS1","MPST"
"NFS1","TST"
"BET1","STX5"
"BET1","SEC22B"
"BET1","GOSR2"
"YKT6","VTI1B"
"YKT6","VTI1A"
"YKT6","STX7"
"YKT6","STX8"
"BET1L","STX5"
"BET1L","SEC22B"
"BET1L","GOSR2"
"VAMP1","STX1B"
"VAMP1","STX2"
"VAMP1","STX1A"
"VAMP1","STX3"
"VAMP1","STX4"
"VAMP1","SNAP23"
"VAMP2","STX1B"
"VAMP2","STX2"
"VAMP2","STX1A"
"VAMP2","STX3"
"VAMP2","STX4"
"VAMP2","SNAP23"
"VAMP4","STX6"
"VAMP4","VTI1B"
"VAMP4","STX1B"
"VAMP4","VTI1A"
"VAMP4","STX2"
"VAMP4","STX1A"
"VAMP4","STX3"
"VAMP4","STX4"
"VAMP4","STX16"
"VAMP4","SNAP23"
"VAMP3","STX1B"
"VAMP3","STX2"
"VAMP3","STX1A"
"VAMP3","STX3"
"VAMP3","STX4"
"VAMP3","SNAP23"
"SEC22B","STX18"
"SEC22B","USE1"
"SEC22B","BNIP1"
"ATG7","GABARAP"
"ATG7","GABARAPL2"
"ATG7","GABARAPL1"
"ATG7","ATG12"
"ATG4A","GABARAP"
"ATG4A","GABARAPL2"
"ATG4A","GABARAPL1"
"ATG4B","GABARAP"
"ATG4B","GABARAPL2"
"ATG4B","GABARAPL1"
"MTOR","IGBP1"
"MTOR","ATG101"
"MTOR","ULK2"
"MTOR","ATG13"
"IGBP1","PPP2CA"
"IGBP1","PPP2CB"
"ATG16L1","GABARAP"
"ATG16L1","GABARAPL2"
"ATG16L1","GABARAPL1"
"ATG16L1","ATG3"
"PPP2CA","ATG101"
"PPP2CA","ULK2"
"PPP2CA","ATG13"
"PPP2CB","ATG101"
"PPP2CB","ULK2"
"PPP2CB","ATG13"
"RPTOR","IGBP1"
"RPTOR","ATG101"
"RPTOR","ULK2"
"RPTOR","ATG13"
"MLST8","IGBP1"
"MLST8","ATG101"
"MLST8","ULK2"
"MLST8","ATG13"
"ATG3","GABARAP"
"ATG3","GABARAPL2"
"ATG3","GABARAPL1"
"ATG10","ATG12"
"ATG4C","GABARAP"
"ATG4C","GABARAPL2"
"ATG4C","GABARAPL1"
"ATG4D","GABARAP"
"ATG4D","GABARAPL2"
"ATG4D","GABARAPL1"
"ATG12","GABARAP"
"ATG12","GABARAPL2"
"ATG12","GABARAPL1"
"ATG12","ATG3"
"ATG5","GABARAP"
"ATG5","GABARAPL2"
"ATG5","GABARAPL1"
"ATG5","ATG3"
"ULK2","ATG13"
"CITED2","BNIP3L"
"CSNK2A1","FUNDC1"
"CSNK2A2","FUNDC1"
"CSNK2B","FUNDC1"
"E2F1","BNIP3"
"PGAM5","FUNDC1"
"RRAS2","HIF1A"
"MRAS","HIF1A"
"FOXO3","CITED2"
"CSNK2A3","FUNDC1"
"ATG9B","MITF"
"ATG9B","TFE3"
"ATG9B","TFEB"
"TBK1","OPTN"
"TBK1","CALCOCO2"
"TBK1","SQSTM1"
"HIF1A","BNIP3"
"HIF1A","BNIP3L"
"HRAS","HIF1A"
"JUN","PRKN"
"KRAS","HIF1A"
"ATF4","PRKN"
"NRAS","HIF1A"
"PRKN","ATG9B"
"PRKN","RHOT1"
"PRKN","AMBRA1"
"PRKN","MFN1"
"PRKN","ATG9A"
"PRKN","RHOT2"
"PRKN","ATG5"
"PRKN","MFN2"
"FIS1","TBC1D15"
"FIS1","TBC1D17"
"TOMM7","PINK1"
"RELA","BNIP3"
"BCL2L1","PGAM5"
"BCL2L1","BNIP3"
"RPS27A","PRKN"
"RRAS","HIF1A"
"TBC1D15","GABARAP"
"TBC1D15","GABARAPL2"
"TBC1D15","GABARAPL1"
"TBC1D15","RAB7B"
"TBC1D15","MAP1LC3C"
"TBC1D15","MAP1LC3B2"
"TBC1D15","RAB7A"
"TBC1D15","MAP1LC3B"
"TBC1D15","MAP1LC3A"
"PINK1","BECN2"
"PINK1","PRKN"
"PINK1","RHOT1"
"PINK1","BCL2L1"
"PINK1","RPS27A"
"PINK1","UBA52"
"PINK1","UBB"
"PINK1","UBC"
"PINK1","BECN1"
"PINK1","RHOT2"
"PINK1","MFN2"
"SP1","BNIP3L"
"SRC","FUNDC1"
"TP53","BNIP3L"
"UBA52","PRKN"
"UBB","PRKN"
"UBC","PRKN"
"ATG9A","MITF"
"ATG9A","TFE3"
"ATG9A","TFEB"
"TBC1D17","GABARAP"
"TBC1D17","GABARAPL2"
"TBC1D17","GABARAPL1"
"TBC1D17","RAB7B"
"TBC1D17","MAP1LC3C"
"TBC1D17","MAP1LC3B2"
"TBC1D17","RAB7A"
"TBC1D17","MAP1LC3B"
"TBC1D17","MAP1LC3A"
"ULK1","FUNDC1"
"USP8","PRKN"
"EIF2AK3","ATF4"
"ATG5","MITF"
"ATG5","TFE3"
"ATG5","TFEB"
"MFN2","PRKN"
"TANK","SMCR8"
"RRAGB","MTOR"
"RRAGB","RPTOR"
"RRAGB","MLST8"
"RRAGB","DEPTOR"
"RRAGB","AKT1S1"
"ATG7","MAP1LC3C"
"ATG7","MAP1LC3B2"
"ATG7","MAP1LC3B"
"ATG7","MAP1LC3A"
"CAMKK2","PRKAA1"
"CAMKK2","PRKAA2"
"RRAGA","MTOR"
"RRAGA","RPTOR"
"RRAGA","MLST8"
"RRAGA","DEPTOR"
"RRAGA","AKT1S1"
"WDR45","ATG16L1"
