"src","dest"
"5982","7311"
"5981","7314"
"5981","7316"
"5981","6233"
"5981","7311"
"5985","7314"
"5985","7316"
"5985","6233"
"5985","7311"
"5983","7314"
"5983","7316"
"5983","6233"
"5983","7311"
"5425","7314"
"5425","7316"
"5425","6233"
"5425","7311"
"5427","7314"
"5427","7316"
"5427","6233"
"5427","7311"
"5426","7314"
"5426","7316"
"5426","6233"
"5426","7311"
"8451","7314"
"8451","7316"
"8451","6233"
"8451","7311"
"8450","7314"
"8450","7316"
"8450","6233"
"8450","7311"
"10714","7314"
"10714","7316"
"10714","6233"
"10714","7311"
"1642","7314"
"1642","7316"
"1642","6233"
"1642","7311"
"57804","7314"
"57804","7316"
"57804","6233"
"57804","7311"
"56655","7314"
"56655","7316"
"56655","6233"
"56655","7311"
"54107","7314"
"54107","7316"
"54107","6233"
"54107","7311"
"51514","7314"
"51514","7316"
"51514","6233"
"51514","7311"
"670","5423"
"8505","5423"
"670","142"
"8505","142"
"670","328"
"8505","328"
"670","2237"
"8505","2237"
"670","10038"
"8505","10038"
"112","2774"
"109","2774"
"115","2774"
"111","2774"
"9630","2793"
"9630","10681"
"9630","2788"
"9630","5443"
"9630","5173"
"9630","2784"
"9630","4988"
"9630","2786"
"9630","2790"
"9630","54331"
"9630","2791"
"9630","2782"
"9630","2783"
"9630","2792"
"9630","2785"
"9630","2787"
"9630","59345"
"9630","51764"
"9630","55970"
"9630","94235"
"5443","2793"
"5443","10681"
"5443","2788"
"5443","9630"
"5443","2784"
"5443","2767"
"5443","2769"
"5443","2776"
"5443","2786"
"5443","2790"
"5443","54331"
"5443","2791"
"5443","2782"
"5443","2783"
"5443","2792"
"5443","2785"
"5443","2787"
"5443","59345"
"5443","51764"
"5443","55970"
"5443","94235"
"5173","2793"
"5173","10681"
"5173","2788"
"5173","9630"
"5173","2784"
"5173","2767"
"5173","2769"
"5173","2776"
"5173","2786"
"5173","2790"
"5173","54331"
"5173","2791"
"5173","2782"
"5173","2783"
"5173","2792"
"5173","2785"
"5173","2787"
"5173","59345"
"5173","51764"
"5173","55970"
"5173","94235"
"5582","156"
"801","1385"
"805","1385"
"808","1385"
"801","5136"
"805","5136"
"808","5136"
"801","5153"
"805","5153"
"808","5153"
"801","5137"
"805","5137"
"808","5137"
"801","814"
"805","814"
"808","814"
"801","84152"
"805","84152"
"808","84152"
"5532","84152"
"5578","156"
"5566","1385"
"5566","5142"
"5566","84152"
"5568","1385"
"5568","5142"
"5568","84152"
"5567","1385"
"5567","5142"
"5567","84152"
"5594","5321"
"2767","2793"
"2767","10681"
"2767","2788"
"2767","5443"
"2767","5173"
"2767","2784"
"2767","4988"
"2767","2786"
"2767","2790"
"2767","54331"
"2767","2791"
"2767","2782"
"2767","2783"
"2767","2792"
"2767","2785"
"2767","2787"
"2767","59345"
"2767","51764"
"2767","55970"
"2767","94235"
"5518","84152"
"5519","84152"
"2769","2793"
"2769","10681"
"2769","2788"
"2769","5443"
"2769","5173"
"2769","2784"
"2769","4988"
"2769","2786"
"2769","2790"
"2769","54331"
"2769","2791"
"2769","2782"
"2769","2783"
"2769","2792"
"2769","2785"
"2769","2787"
"2769","59345"
"2769","51764"
"2769","55970"
"2769","94235"
"4988","2793"
"4988","10681"
"4988","2788"
"4988","9630"
"4988","2784"
"4988","2767"
"4988","2769"
"4988","2776"
"4988","2786"
"4988","2790"
"4988","54331"
"4988","2791"
"4988","2782"
"4988","2783"
"4988","2792"
"4988","2785"
"4988","2787"
"4988","59345"
"4988","51764"
"4988","55970"
"4988","94235"
"114","2774"
"5533","84152"
"2776","2793"
"2776","10681"
"2776","2788"
"2776","5443"
"2776","5173"
"2776","2784"
"2776","4988"
"2776","2786"
"2776","2790"
"2776","54331"
"2776","2791"
"2776","2782"
"2776","2783"
"2776","2792"
"2776","2785"
"2776","2787"
"2776","59345"
"2776","51764"
"2776","55970"
"2776","94235"
"5613","1385"
"113","2774"
"5516","84152"
"5534","84152"
"5515","84152"
"1020","84152"
"5580","156"
"5530","84152"
"108","2774"
"107","2774"
"5528","84152"
"814","1385"
"84254","801"
"84254","805"
"84254","808"
"84254","814"
"196883","2774"
"10645","801"
"10645","805"
"10645","808"
"10645","814"
"84152","5566"
"84152","5142"
"10497","8541"
"10497","8499"
"10497","8497"
"10497","9256"
"10497","6616"
"10497","8500"
"10497","6804"
"10497","22999"
"8825","10497"
"8825","8541"
"8825","8499"
"8825","8497"
"8825","9256"
"8825","6616"
"8825","8500"
"8825","6804"
"8825","22999"
"8573","10497"
"8573","8541"
"8573","8499"
"8573","8497"
"8573","9256"
"8573","6616"
"8573","8500"
"8573","6804"
"8573","22999"
"3312","10815"
"3312","6812"
"3312","22999"
"5864","10497"
"5864","8541"
"5864","8499"
"5864","8497"
"5864","9256"
"5864","8500"
"5864","22999"
"6857","10497"
"6857","8541"
"6857","8499"
"6857","8497"
"6857","9256"
"6857","8500"
"6857","22999"
"6844","10497"
"6844","8541"
"6844","8499"
"6844","8497"
"6844","9256"
"6844","8500"
"6844","22999"
"320","10497"
"320","8541"
"320","8499"
"320","8497"
"320","9256"
"320","6616"
"320","8500"
"320","6804"
"320","22999"
"2572","10815"
"2572","6812"
"2572","22999"
"6571","10497"
"6571","8541"
"6571","8499"
"6571","8497"
"6571","9256"
"6571","6616"
"6571","8500"
"6571","6804"
"6571","22999"
"6572","10497"
"6572","8541"
"6572","8499"
"6572","8497"
"6572","9256"
"6572","5864"
"6572","6857"
"6572","6616"
"6572","6844"
"6572","8500"
"6572","6804"
"6572","22999"
"2571","10815"
"2571","6812"
"2571","22999"
"80331","10815"
"80331","6812"
"80331","22999"
"140679","10815"
"140679","6812"
"140679","22999"
"64130","10497"
"64130","8541"
"64130","8499"
"64130","8497"
"64130","9256"
"64130","6616"
"64130","8500"
"64130","6804"
"64130","22999"
"55327","10497"
"55327","8541"
"55327","8499"
"55327","8497"
"55327","9256"
"55327","6616"
"55327","8500"
"55327","6804"
"55327","22999"
"57030","10497"
"57030","8541"
"57030","8499"
"57030","8497"
"57030","9256"
"57030","6616"
"57030","8500"
"57030","6804"
"57030","22999"
"5924","4893"
"5924","3265"
"5924","3845"
"2906","4893"
"2906","3265"
"2906","3845"
"2906","2890"
"2906","2891"
"5170","6197"
"5170","6196"
"5170","6195"
"5170","27330"
"5565","4137"
"9568","2793"
"9568","10681"
"9568","2788"
"9568","2784"
"9568","3761"
"9568","3763"
"9568","3762"
"9568","3760"
"9568","2786"
"9568","2790"
"9568","54331"
"9568","2791"
"9568","2782"
"9568","2783"
"9568","2792"
"9568","2785"
"9568","2787"
"9568","3759"
"9568","3766"
"9568","3768"
"9568","3765"
"9568","3772"
"9568","59345"
"9568","3773"
"9568","51764"
"9568","55970"
"9568","94235"
"5582","161"
"5582","160"
"5582","1175"
"5582","163"
"5582","1173"
"5579","161"
"5579","160"
"5579","1175"
"5579","163"
"5579","1173"
"4747","4893"
"4747","3265"
"4747","3845"
"4747","2890"
"4747","2891"
"801","5565"
"805","5565"
"808","5565"
"801","4893"
"805","4893"
"808","4893"
"801","3265"
"805","3265"
"808","3265"
"801","3845"
"805","3845"
"808","3845"
"801","2890"
"805","2890"
"808","2890"
"801","2891"
"805","2891"
"808","2891"
"801","5571"
"805","5571"
"808","5571"
"801","5563"
"805","5563"
"808","5563"
"801","5562"
"805","5562"
"808","5562"
"801","8536"
"805","8536"
"808","8536"
"801","8874"
"805","8874"
"808","8874"
"801","53632"
"805","53632"
"808","53632"
"801","51422"
"805","51422"
"808","51422"
"801","28964"
"805","28964"
"808","28964"
"801","5564"
"805","5564"
"808","5564"
"6714","2906"
"6714","4747"
"6714","88"
"6714","1742"
"6714","2902"
"6714","2903"
"6714","1739"
"6714","2904"
"6714","816"
"6714","818"
"6714","817"
"6714","2905"
"6714","1740"
"6714","1741"
"6714","815"
"5578","161"
"5578","160"
"5578","1175"
"5578","163"
"5578","1173"
"5595","6197"
"5595","6196"
"5595","6195"
"5595","27330"
"5594","6197"
"5594","6196"
"5594","6195"
"5594","27330"
"88","4893"
"88","3265"
"88","3845"
"88","2890"
"88","2891"
"7102","2890"
"7102","2891"
"7102","2892"
"7102","2893"
"7102","80852"
"7102","9463"
"7102","23426"
"2890","2906"
"2890","4747"
"2890","88"
"2890","1742"
"2890","2902"
"2890","2903"
"2890","1739"
"2890","2904"
"2890","816"
"2890","818"
"2890","817"
"2890","2905"
"2890","1740"
"2890","1741"
"2890","815"
"2891","2906"
"2891","4747"
"2891","88"
"2891","1742"
"2891","2902"
"2891","2903"
"2891","1739"
"2891","2904"
"2891","816"
"2891","818"
"2891","817"
"2891","2905"
"2891","1740"
"2891","1741"
"2891","815"
"2892","2906"
"2892","4747"
"2892","88"
"2892","1742"
"2892","2902"
"2892","2903"
"2892","1739"
"2892","2904"
"2892","816"
"2892","818"
"2892","817"
"2892","2905"
"2892","1740"
"2892","1741"
"2892","815"
"4905","2890"
"4905","2891"
"4905","2892"
"4905","2893"
"4905","80852"
"4905","9463"
"4905","23426"
"2893","2906"
"2893","4747"
"2893","88"
"2893","1742"
"2893","2902"
"2893","2903"
"2893","1739"
"2893","2904"
"2893","816"
"2893","818"
"2893","817"
"2893","2905"
"2893","1740"
"2893","1741"
"2893","815"
"9647","801"
"9647","805"
"9647","808"
"9647","816"
"9647","818"
"9647","817"
"9647","8536"
"9647","815"
"6197","1385"
"5571","4137"
"5563","4137"
"1742","4893"
"1742","3265"
"1742","3845"
"1742","2890"
"1742","2891"
"3084","2906"
"3084","4747"
"3084","88"
"3084","1742"
"3084","2902"
"3084","2903"
"3084","1739"
"3084","2904"
"3084","816"
"3084","818"
"3084","817"
"3084","2905"
"3084","1740"
"3084","1741"
"3084","815"
"2902","4893"
"2902","3265"
"2902","3845"
"2902","2890"
"2902","2891"
"1739","4893"
"1739","3265"
"1739","3845"
"1739","2890"
"1739","2891"
"2899","2793"
"2899","10681"
"2899","2788"
"2899","2784"
"2899","2786"
"2899","2790"
"2899","54331"
"2899","2791"
"2899","2782"
"2899","2783"
"2899","2792"
"2899","2785"
"2899","2787"
"2899","5330"
"2899","5331"
"2899","59345"
"2899","23236"
"2899","51764"
"2899","55970"
"2899","94235"
"5562","4137"
"2904","4893"
"2904","3265"
"2904","3845"
"2904","2890"
"2904","2891"
"816","4893"
"816","3265"
"816","3845"
"816","2891"
"818","4893"
"818","3265"
"818","3845"
"818","2891"
"817","4893"
"817","3265"
"817","3845"
"817","2891"
"5923","4893"
"5923","3265"
"5923","3845"
"8536","8874"
"8536","28964"
"8874","5879"
"2066","2906"
"2066","4747"
"2066","88"
"2066","1742"
"2066","2902"
"2066","2903"
"2066","1739"
"2066","2904"
"2066","816"
"2066","818"
"2066","817"
"2066","2905"
"2066","1740"
"2066","1741"
"2066","815"
"6196","1385"
"6195","1385"
"1740","4893"
"1740","3265"
"1740","3845"
"1740","2890"
"1740","2891"
"84254","8536"
"1741","4893"
"1741","3265"
"1741","3845"
"1741","2890"
"1741","2891"
"10645","5565"
"10645","5571"
"10645","5563"
"10645","5562"
"10645","8536"
"10645","53632"
"10645","51422"
"10645","5564"
"9463","2890"
"9463","2891"
"9463","2892"
"9463","2893"
"9463","80852"
"9463","23426"
"2550","2793"
"2550","10681"
"2550","2788"
"2550","2784"
"2550","3761"
"2550","3763"
"2550","3762"
"2550","3760"
"2550","2786"
"2550","2790"
"2550","54331"
"2550","2791"
"2550","2782"
"2550","2783"
"2550","2792"
"2550","2785"
"2550","2787"
"2550","3759"
"2550","3766"
"2550","3768"
"2550","3765"
"2550","3772"
"2550","59345"
"2550","3773"
"2550","51764"
"2550","55970"
"2550","94235"
"53632","4137"
"51422","4137"
"27330","1385"
"815","4893"
"815","3265"
"815","3845"
"815","2891"
"28964","5879"
"5564","4137"
"904","6829"
"904","5433"
"904","2963"
"904","7936"
"904","5432"
"904","5434"
"904","5430"
"904","5431"
"904","2962"
"904","5438"
"904","4300"
"904","22916"
"904","5437"
"904","5439"
"904","5440"
"904","8178"
"904","5435"
"904","5436"
"904","5441"
"904","6827"
"904","4298"
"904","4686"
"904","51497"
"904","25920"
"904","55840"
"904","85403"
"904","7469"
"904","27125"
"904","9150"
"905","6829"
"905","5433"
"905","2963"
"905","7936"
"905","5432"
"905","5434"
"905","5430"
"905","5431"
"905","2962"
"905","5438"
"905","4300"
"905","22916"
"905","5437"
"905","5439"
"905","5440"
"905","8178"
"905","5435"
"905","5436"
"905","5441"
"905","6827"
"905","4298"
"905","4686"
"905","51497"
"905","25920"
"905","55840"
"905","85403"
"905","7469"
"905","27125"
"905","9150"
"8812","6829"
"8812","5433"
"8812","2963"
"8812","7936"
"8812","5432"
"8812","5434"
"8812","5430"
"8812","5431"
"8812","2962"
"8812","5438"
"8812","4300"
"8812","22916"
"8812","5437"
"8812","5439"
"8812","5440"
"8812","8178"
"8812","5435"
"8812","5436"
"8812","5441"
"8812","6827"
"8812","4298"
"8812","4686"
"8812","51497"
"8812","25920"
"8812","55840"
"8812","85403"
"8812","7469"
"8812","27125"
"8812","9150"
